Class Times	5
Rooms	150
1	43
2	31
3	86
4	88
5	66
6	57
7	44
8	89
9	81
10	12
11	30
12	27
13	16
14	89
15	29
16	81
17	51
18	28
19	87
20	82
21	64
22	71
23	49
24	48
25	16
26	71
27	78
28	53
29	64
30	55
31	22
32	41
33	21
34	93
35	65
36	26
37	45
38	95
39	87
40	19
41	35
42	56
43	49
44	98
45	42
46	51
47	22
48	20
49	93
50	92
51	12
52	27
53	30
54	96
55	23
56	41
57	82
58	36
59	81
60	69
61	74
62	10
63	91
64	77
65	14
66	15
67	64
68	71
69	92
70	54
71	46
72	40
73	99
74	97
75	35
76	82
77	77
78	85
79	94
80	76
81	29
82	75
83	46
84	74
85	75
86	58
87	23
88	10
89	34
90	63
91	89
92	72
93	15
94	61
95	70
96	13
97	67
98	77
99	85
100	10
101	97
102	41
103	58
104	63
105	91
106	64
107	37
108	79
109	59
110	32
111	57
112	34
113	15
114	51
115	93
116	18
117	24
118	63
119	89
120	33
121	65
122	95
123	16
124	34
125	82
126	72
127	44
128	54
129	36
130	25
131	57
132	31
133	16
134	22
135	41
136	29
137	90
138	46
139	75
140	55
141	91
142	70
143	84
144	75
145	19
146	86
147	62
148	45
149	16
150	18
Classes	600
Teachers	300
1	62
2	181
3	80
4	297
5	214
6	61
7	240
8	170
9	152
10	222
11	53
12	216
13	201
14	272
15	187
16	81
17	19
18	197
19	89
20	119
21	238
22	203
23	181
24	202
25	75
26	298
27	122
28	36
29	24
30	176
31	236
32	1
33	286
34	92
35	250
36	253
37	47
38	191
39	123
40	129
41	234
42	162
43	298
44	297
45	130
46	104
47	25
48	52
49	57
50	13
51	240
52	244
53	123
54	294
55	162
56	109
57	111
58	77
59	282
60	167
61	161
62	215
63	34
64	213
65	102
66	192
67	198
68	142
69	44
70	266
71	77
72	69
73	141
74	280
75	274
76	71
77	246
78	218
79	227
80	10
81	238
82	68
83	67
84	245
85	260
86	293
87	119
88	285
89	258
90	196
91	258
92	16
93	252
94	46
95	215
96	213
97	152
98	251
99	107
100	133
101	136
102	38
103	183
104	10
105	98
106	192
107	50
108	134
109	126
110	116
111	165
112	225
113	59
114	259
115	110
116	12
117	92
118	262
119	51
120	158
121	161
122	211
123	236
124	168
125	35
126	61
127	114
128	265
129	84
130	183
131	191
132	237
133	88
134	222
135	13
136	254
137	288
138	270
139	90
140	117
141	270
142	7
143	172
144	158
145	55
146	35
147	36
148	293
149	274
150	49
151	276
152	4
153	234
154	101
155	71
156	201
157	243
158	160
159	209
160	81
161	138
162	112
163	190
164	8
165	32
166	26
167	43
168	268
169	153
170	94
171	104
172	146
173	190
174	248
175	110
176	109
177	91
178	142
179	111
180	83
181	248
182	214
183	55
184	178
185	21
186	164
187	275
188	100
189	15
190	67
191	79
192	146
193	263
194	291
195	176
196	271
197	60
198	100
199	79
200	29
201	250
202	277
203	84
204	255
205	54
206	203
207	91
208	15
209	99
210	290
211	163
212	166
213	189
214	266
215	199
216	102
217	96
218	58
219	38
220	6
221	128
222	122
223	52
224	170
225	98
226	244
227	268
228	231
229	226
230	39
231	285
232	185
233	166
234	97
235	156
236	177
237	259
238	241
239	41
240	279
241	264
242	112
243	6
244	18
245	107
246	189
247	169
248	26
249	296
250	229
251	49
252	80
253	202
254	48
255	209
256	69
257	167
258	57
259	126
260	299
261	3
262	63
263	300
264	82
265	196
266	294
267	37
268	160
269	175
270	193
271	208
272	168
273	164
274	157
275	103
276	159
277	194
278	229
279	103
280	117
281	232
282	179
283	116
284	34
285	18
286	139
287	155
288	232
289	224
290	12
291	212
292	22
293	118
294	113
295	178
296	63
297	246
298	138
299	245
300	83
301	211
302	17
303	282
304	174
305	217
306	226
307	14
308	206
309	95
310	4
311	114
312	212
313	169
314	286
315	48
316	101
317	171
318	269
319	194
320	2
321	85
322	208
323	62
324	151
325	32
326	227
327	16
328	1
329	58
330	145
331	9
332	70
333	131
334	137
335	8
336	97
337	120
338	74
339	54
340	252
341	11
342	88
343	45
344	47
345	279
346	46
347	204
348	148
349	233
350	37
351	253
352	235
353	124
354	187
355	133
356	75
357	31
358	173
359	25
360	291
361	269
362	217
363	39
364	140
365	150
366	82
367	247
368	230
369	121
370	300
371	228
372	2
373	204
374	59
375	7
376	179
377	118
378	20
379	72
380	273
381	182
382	275
383	129
384	73
385	177
386	94
387	264
388	210
389	228
390	3
391	278
392	188
393	263
394	90
395	159
396	140
397	289
398	180
399	241
400	188
401	45
402	20
403	86
404	185
405	287
406	219
407	95
408	51
409	17
410	33
411	141
412	247
413	115
414	144
415	171
416	157
417	42
418	288
419	113
420	154
421	147
422	70
423	172
424	200
425	216
426	296
427	149
428	56
429	21
430	148
431	195
432	261
433	29
434	53
435	87
436	200
437	292
438	127
439	257
440	115
441	137
442	267
443	287
444	85
445	43
446	243
447	42
448	24
449	128
450	23
451	299
452	73
453	163
454	207
455	261
456	27
457	273
458	280
459	106
460	147
461	156
462	221
463	184
464	184
465	281
466	231
467	135
468	235
469	260
470	295
471	139
472	255
473	276
474	225
475	221
476	64
477	40
478	151
479	237
480	206
481	195
482	249
483	14
484	207
485	72
486	173
487	277
488	205
489	153
490	283
491	224
492	60
493	249
494	108
495	11
496	135
497	186
498	22
499	99
500	193
501	283
502	87
503	281
504	257
505	145
506	134
507	149
508	56
509	219
510	180
511	144
512	28
513	267
514	93
515	130
516	5
517	220
518	76
519	242
520	186
521	89
522	290
523	30
524	68
525	74
526	78
527	76
528	86
529	254
530	205
531	165
532	121
533	30
534	143
535	284
536	40
537	265
538	239
539	124
540	120
541	210
542	242
543	262
544	230
545	198
546	19
547	64
548	155
549	233
550	9
551	256
552	150
553	284
554	239
555	65
556	175
557	220
558	93
559	31
560	41
561	125
562	182
563	143
564	132
565	44
566	127
567	295
568	197
569	27
570	50
571	66
572	272
573	28
574	66
575	108
576	131
577	218
578	65
579	33
580	289
581	96
582	154
583	251
584	174
585	223
586	271
587	256
588	223
589	292
590	5
591	199
592	23
593	105
594	278
595	136
596	125
597	78
598	105
599	106
600	132
