Class Times	8
Rooms	100
1	85
2	14
3	82
4	90
5	59
6	29
7	55
8	63
9	13
10	44
11	33
12	95
13	16
14	46
15	23
16	54
17	80
18	23
19	32
20	23
21	92
22	56
23	19
24	83
25	34
26	66
27	39
28	31
29	30
30	41
31	55
32	86
33	44
34	68
35	77
36	38
37	84
38	89
39	73
40	44
41	18
42	44
43	12
44	46
45	20
46	97
47	55
48	94
49	60
50	69
51	80
52	53
53	69
54	41
55	98
56	18
57	89
58	88
59	60
60	30
61	66
62	70
63	40
64	24
65	61
66	28
67	13
68	15
69	52
70	55
71	32
72	13
73	56
74	76
75	51
76	31
77	26
78	48
79	80
80	99
81	50
82	77
83	88
84	90
85	41
86	96
87	74
88	23
89	87
90	47
91	68
92	87
93	16
94	79
95	81
96	28
97	45
98	76
99	73
100	21
Classes	400
Teachers	200
1	107
2	6
3	66
4	36
5	21
6	5
7	42
8	28
9	141
10	154
11	32
12	113
13	69
14	19
15	133
16	188
17	5
18	49
19	127
20	177
21	172
22	180
23	187
24	166
25	106
26	171
27	61
28	9
29	12
30	45
31	76
32	172
33	35
34	150
35	23
36	126
37	188
38	98
39	3
40	39
41	63
42	115
43	45
44	177
45	86
46	33
47	145
48	71
49	107
50	152
51	168
52	145
53	38
54	35
55	89
56	171
57	7
58	132
59	183
60	196
61	140
62	165
63	183
64	163
65	117
66	55
67	36
68	184
69	58
70	192
71	85
72	133
73	181
74	85
75	185
76	151
77	143
78	137
79	185
80	184
81	162
82	146
83	142
84	84
85	120
86	173
87	99
88	76
89	22
90	90
91	63
92	73
93	122
94	61
95	73
96	31
97	132
98	134
99	148
100	176
101	49
102	155
103	162
104	62
105	22
106	82
107	17
108	91
109	155
110	169
111	78
112	111
113	115
114	166
115	91
116	138
117	158
118	12
119	121
120	147
121	200
122	111
123	2
124	141
125	62
126	135
127	140
128	158
129	52
130	9
131	55
132	142
133	195
134	92
135	51
136	102
137	94
138	144
139	199
140	70
141	169
142	154
143	66
144	100
145	84
146	26
147	38
148	112
149	46
150	41
151	173
152	189
153	168
154	19
155	131
156	57
157	119
158	135
159	50
160	32
161	192
162	128
163	170
164	118
165	103
166	33
167	136
168	109
169	30
170	143
171	80
172	74
173	156
174	164
175	120
176	86
177	179
178	197
179	16
180	129
181	99
182	18
183	83
184	96
185	79
186	139
187	30
188	103
189	44
190	95
191	104
192	17
193	114
194	197
195	109
196	153
197	182
198	127
199	165
200	2
201	96
202	159
203	164
204	65
205	42
206	44
207	82
208	124
209	194
210	31
211	116
212	159
213	41
214	60
215	14
216	152
217	25
218	65
219	58
220	47
221	26
222	79
223	199
224	18
225	10
226	81
227	92
228	25
229	139
230	48
231	59
232	77
233	1
234	7
235	77
236	195
237	122
238	104
239	71
240	151
241	57
242	114
243	94
244	97
245	170
246	149
247	10
248	24
249	51
250	119
251	81
252	90
253	29
254	137
255	60
256	108
257	163
258	24
259	116
260	149
261	187
262	161
263	181
264	6
265	200
266	56
267	125
268	69
269	123
270	134
271	130
272	121
273	68
274	64
275	193
276	88
277	124
278	89
279	43
280	110
281	191
282	156
283	117
284	21
285	138
286	27
287	196
288	98
289	74
290	88
291	54
292	118
293	112
294	3
295	23
296	72
297	52
298	161
299	56
300	16
301	46
302	70
303	43
304	14
305	34
306	4
307	176
308	8
309	178
310	39
311	37
312	153
313	129
314	47
315	150
316	110
317	130
318	125
319	87
320	72
321	193
322	75
323	198
324	40
325	20
326	108
327	8
328	28
329	179
330	15
331	64
332	147
333	101
334	93
335	160
336	80
337	97
338	1
339	29
340	190
341	50
342	146
343	87
344	83
345	93
346	189
347	174
348	78
349	157
350	136
351	167
352	131
353	191
354	160
355	67
356	34
357	102
358	95
359	27
360	194
361	180
362	175
363	198
364	40
365	48
366	15
367	105
368	13
369	37
370	175
371	53
372	123
373	59
374	174
375	157
376	186
377	106
378	53
379	128
380	178
381	126
382	11
383	182
384	75
385	13
386	4
387	100
388	11
389	186
390	105
391	54
392	67
393	144
394	68
395	167
396	148
397	20
398	190
399	101
400	113
