Class Times	9
Rooms	50
1	50
2	34
3	67
4	16
5	28
6	94
7	86
8	79
9	43
10	61
11	60
12	44
13	87
14	59
15	59
16	46
17	99
18	71
19	10
20	69
21	83
22	65
23	11
24	68
25	71
26	63
27	86
28	31
29	65
30	88
31	12
32	26
33	91
34	57
35	50
36	79
37	86
38	91
39	38
40	18
41	20
42	42
43	92
44	79
45	58
46	87
47	32
48	50
49	19
50	40
Classes	200
Teachers	100
1	40
2	51
3	75
4	20
5	1
6	87
7	69
8	15
9	1
10	35
11	94
12	23
13	50
14	21
15	2
16	98
17	6
18	13
19	25
20	49
21	46
22	6
23	96
24	40
25	10
26	33
27	15
28	72
29	3
30	84
31	92
32	64
33	96
34	56
35	69
36	20
37	44
38	33
39	94
40	77
41	99
42	67
43	85
44	34
45	98
46	63
47	51
48	43
49	7
50	16
51	45
52	18
53	14
54	53
55	67
56	99
57	18
58	73
59	5
60	66
61	29
62	27
63	63
64	22
65	22
66	85
67	78
68	45
69	25
70	86
71	21
72	11
73	70
74	14
75	24
76	66
77	4
78	10
79	91
80	84
81	65
82	29
83	79
84	55
85	68
86	87
87	78
88	48
89	27
90	26
91	26
92	2
93	49
94	50
95	71
96	52
97	83
98	82
99	74
100	65
101	89
102	61
103	35
104	88
105	82
106	60
107	95
108	39
109	70
110	89
111	9
112	16
113	76
114	81
115	48
116	80
117	73
118	23
119	88
120	28
121	81
122	5
123	80
124	90
125	55
126	68
127	75
128	53
129	4
130	58
131	56
132	62
133	44
134	31
135	57
136	42
137	31
138	54
139	19
140	74
141	3
142	92
143	62
144	13
145	7
146	37
147	61
148	42
149	47
150	64
151	86
152	100
153	39
154	54
155	46
156	93
157	95
158	59
159	100
160	37
161	28
162	9
163	38
164	12
165	79
166	41
167	41
168	38
169	57
170	47
171	19
172	83
173	91
174	34
175	36
176	24
177	90
178	36
179	59
180	30
181	58
182	30
183	11
184	12
185	76
186	8
187	97
188	43
189	8
190	71
191	97
192	60
193	93
194	32
195	32
196	72
197	17
198	77
199	17
200	52
